Date,Return (%),Balance
2019-03-18,-0.107,115144.72
2019-03-19,-0.205,114908.17
2019-03-20,-0.442,114400.58
2019-03-21,0.961,115499.43
2019-03-22,0.733,116346.47
2019-03-25,-0.02,116323.21
2019-03-26,-0.269,116009.78
2019-03-27,0.804,116941.93
2019-03-28,0.399,117408.09
2019-03-29,0.245,117695.91
2019-04-01,-1.264,116208.22
2019-04-02,0.192,116431.19
2019-04-03,-0.714,115599.99
2019-04-04,0.284,115928.7
2019-04-05,-0.274,115611.02
2019-04-08,-0.445,115096.79
2019-04-09,0.215,115344.7
2019-04-10,-0.365,114923.86
2019-04-11,0.37,115348.6
2019-04-12,-0.769,114461.36
2019-04-15,0.392,114909.69
2019-04-16,0.16,115093.64
2019-04-17,0.232,115360.83
2019-04-18,0.826,116314.14
2019-04-22,-0.323,115937.91
2019-04-23,0.529,116550.9
2019-04-24,1.199,117948.77
2019-04-25,-0.564,117283.2
2019-04-26,0.009,117293.2
2019-04-29,-0.25,116999.9
2019-04-30,-0.151,116823.07
2019-05-01,-0.306,116466.05
2019-05-02,-0.248,116177.3
2019-05-03,-0.166,115984.56
2019-05-06,0.443,116498.07
2019-05-07,0.204,116735.56
2019-05-08,-0.089,116631.29
2019-05-09,0.462,117170.03
2019-05-10,0.012,117184.2
2019-05-13,-0.073,117099.23
2019-05-14,-0.602,116394.71
2019-05-15,0.589,117079.84
2019-05-16,-0.248,116789.86
2019-05-17,0.381,117234.27
2019-05-20,-0.99,116073.24
2019-05-21,0.005,116078.75
2019-05-22,0.64,116821.63
2019-05-23,0.553,117467.08
2019-05-24,-1.02,116269.18
2019-05-28,-0.091,116162.81
2019-05-29,0.398,116624.73
2019-05-30,-0.373,116189.55
2019-05-31,0.827,117149.89
2019-06-03,-0.285,116816.33
2019-06-04,-0.498,116234.5
2019-06-05,1.36,117815.69
2019-06-06,-0.525,117196.9
2019-06-07,-0.104,117075.24
2019-06-10,-0.386,116623.57
2019-06-11,-0.434,116117.91
2019-06-12,0.618,116834.98
2019-06-13,0.06,116905.21
2019-06-14,0.406,117380.19
2019-06-17,-0.006,117372.94
2019-06-18,0.109,117500.7
2019-06-19,-0.246,117211.96
2019-06-20,-0.351,116800.14
2019-06-21,-0.603,116095.96
2019-06-24,-0.249,115807.02
2019-06-25,0.138,115967.2
2019-06-26,-1.13,114657.13
2019-06-27,-0.147,114489.12
2019-06-28,-0.106,114367.19
2019-07-01,0.27,114676.31
2019-07-02,1.324,116194.98
2019-07-03,-0.127,116047.03
2019-07-05,-0.806,115112.24
2019-07-08,0.256,115407.15
2019-07-09,-0.357,114994.92
2019-07-10,-1.146,113676.69
2019-07-11,-0.139,113519.08
2019-07-12,-0.147,113352.29
2019-07-15,0.414,113821.35
2019-07-16,0.83,114766.56
2019-07-17,0.677,115544.09
2019-07-18,0.198,115772.63
2019-07-19,-0.005,115766.47
2019-07-22,-0.116,115632.75
2019-07-23,0.035,115673.56
2019-07-24,0.438,116180.25
2019-07-25,-0.143,116013.71
2019-07-26,0.525,116622.93
2019-07-29,0.175,116826.62
2019-07-30,0.044,116878.24
2019-07-31,-0.053,116815.94
2019-08-01,1.669,118765.58
2019-08-02,0.689,119584.21
2019-08-05,0.93,120696.34
2019-08-06,0.372,121144.96
2019-08-07,1.169,122560.91
2019-08-08,-0.932,121418.87
2019-08-09,-0.333,121015.01
2019-08-12,0.745,121916.38
2019-08-13,-1.088,120590.27
2019-08-14,1.194,122030.47
2019-08-15,0.352,122459.7
2019-08-16,-0.316,122072.98
2019-08-19,-0.334,121665.32
2019-08-20,0.136,121830.52
2019-08-21,-0.066,121749.75
2019-08-22,-0.428,121228.74
2019-08-23,1.068,122523.37
2019-08-26,-0.221,122252.72
2019-08-27,0.574,122954.61
2019-08-28,-0.055,122887.41
2019-08-29,-0.454,122329.62
2019-08-30,0.837,123353.41
2019-09-03,0.988,124572.52
2019-09-04,-2.055,122012.98
2019-09-05,-1.389,120317.67
2019-09-06,0.075,120407.46
2019-09-09,-1.352,118779.17
2019-09-10,-1.065,117514.53
2019-09-11,0.678,118311.55
2019-09-12,-0.803,117361.09
2019-09-13,-1.405,115711.68
2019-09-16,-2.33,113015.19
2019-09-17,1.528,114742.32
2019-09-18,0.81,115672.22
2019-09-19,0.017,115692.22
2019-09-20,0.791,116607.76
2019-09-23,0.155,116788.92
2019-09-24,0.432,117293.46
2019-09-25,0.041,117341.09
2019-09-26,0.455,117874.42
2019-09-27,0.036,117916.61
2019-09-30,-0.101,117797.86
2019-10-01,-0.069,117717.06
2019-10-02,0.894,118768.97
2019-10-03,0.397,119240.3
2019-10-04,-0.106,119114.44
2019-10-07,-0.086,119012.53
2019-10-08,0.058,119081.89
2019-10-09,-0.2,118843.42
2019-10-10,-1.055,117589.47
2019-10-11,-2.656,114466.87
2019-10-14,0.47,115004.52
2019-10-15,-0.638,114270.26
2019-10-16,-0.032,114233.87
2019-10-17,-0.818,113299.41
2019-10-18,-0.388,112859.42
2019-10-21,0.034,112897.62
2019-10-22,0.505,113467.46
2019-10-23,-0.197,113243.6
2019-10-24,0.129,113389.67
2019-10-25,-0.284,113068.12
2019-10-28,-0.803,112160.01
2019-10-29,-0.145,111996.97
2019-10-30,0.102,112111.38
2019-10-31,0.968,113196.3
2019-11-01,-0.86,112222.28
2019-11-04,-0.511,111649.37
2019-11-05,-0.849,110701.89
2019-11-06,0.538,111297.73
2019-11-07,-0.492,110749.66
2019-11-08,-0.054,110689.62
2019-11-11,0.257,110973.71
2019-11-12,0.108,111093.17
2019-11-13,0.302,111428.22
2019-11-14,0.413,111888.97
2019-11-15,-0.195,111670.52
2019-11-18,0.514,112244.13
2019-11-19,0.159,112422.9
2019-11-20,0.386,112857.13
2019-11-21,-0.088,112757.7
2019-11-22,-0.24,112487.38
2019-11-25,0.539,113094.24
2019-11-26,0.463,113618.3
2019-11-27,0.085,113715.14
2019-11-29,0.083,113809.16
2019-12-02,-1.042,112623.54
2019-12-03,0.364,113033.94
2019-12-04,-0.238,112764.97
2019-12-05,-0.334,112388.75
2019-12-06,0.095,112495.88
2019-12-09,-0.029,112463.52
2019-12-10,-0.307,112118.32
2019-12-11,0,112118.71
2019-12-12,-0.738,111291.03
2019-12-13,1.066,112477.15
2019-12-16,-0.471,111947.04
2019-12-17,0.164,112130.61
2019-12-18,-0.224,111879.14
2019-12-19,-0.191,111665.64
2019-12-20,0.045,111715.78
2019-12-23,-0.016,111698.18
2019-12-24,0.464,112216.64
2019-12-26,0.149,112384.29
2019-12-27,0.065,112457.29
2019-12-30,-0.682,111690.16
2019-12-31,-0.053,111630.71
2020-01-02,0.458,112141.58
2020-01-03,0.612,112827.68
2020-01-06,0.328,113197.84
2020-01-07,-0.236,112930.57
2020-01-08,-0.826,111997.3
2020-01-09,-0.05,111940.87
2020-01-10,0.158,112117.41
2020-01-13,-0.286,111797.04
2020-01-14,0.46,112311.1
2020-01-15,0.295,112642.69
2020-01-16,0.327,113011.23
2020-01-17,0.031,113046.09
2020-01-21,0.323,113410.73
2020-01-22,-0.644,112679.93
2020-01-23,-0.331,112306.76
2020-01-24,-0.333,111933.11
2020-01-27,-0.293,111604.73
2020-01-28,-0.256,111318.95
2020-01-29,0.173,111511.24
2020-01-30,0.271,111813.47
2020-01-31,0.049,111868.23
2020-02-03,-0.132,111720.14
2020-02-04,-0.675,110965.81
2020-02-05,-0.192,110752.39
2020-02-06,0.011,110764.75
2020-02-07,0.386,111192.41
2020-02-10,0.631,111893.55
2020-02-11,-0.361,111489.34
2020-02-12,-0.532,110896.28
2020-02-13,-0.078,110810.24
2020-02-14,0.086,110905.06
2020-02-18,0.037,110946.12
2020-02-19,0.047,110997.89
2020-02-20,0.504,111556.86
2020-02-21,0.377,111977.01
2020-02-24,1.177,113295.17
2020-02-25,0.433,113785.79
2020-02-26,0.585,114450.97
2020-02-27,0.413,114923.53
2020-02-28,0.565,115572.43
2020-03-02,-1.112,114287.46
2020-03-03,0.037,114329.43
2020-03-04,-0.242,114052.47
2020-03-05,1.252,115480.55
2020-03-06,2.243,118070.29
2020-03-09,3.859,122626.32
2020-03-10,-1.666,120583.37
2020-03-11,0.073,120671.51
2020-03-12,1.299,122239.26
2020-03-13,-0.39,121762.37
2020-03-16,1.604,123716.01
2020-03-17,0.687,124565.64
2020-03-18,1.477,126405.92
2020-03-19,-1.579,124409.49
2020-03-20,1.997,126894.28
2020-03-23,1.287,128527.04
2020-03-24,-1.435,126682.09
2020-03-25,-1.124,125258.17
2020-03-26,0.609,126021.08
2020-03-27,0.251,126337.72
2020-03-30,1.047,127661.06
2020-03-31,-0.599,126896.05
2020-04-01,2.26,129763.55
2020-04-02,-2.443,126594.05
2020-04-03,-1.143,125146.92
2020-04-06,-0.517,124500.22
2020-04-07,-1.092,123140.39
2020-04-08,-0.559,122451.78
2020-04-09,1.093,123790.47
2020-04-13,-0.749,122863.18
2020-04-14,0.66,123673.82
2020-04-15,2.372,126607.94
2020-04-16,-0.16,126405.43
2020-04-17,-1.012,125126.67
2020-04-20,2.513,128271.19
2020-04-21,6.458,136554.52
2020-04-22,-1.979,133852.33
2020-04-23,0.07,133946.43
2020-04-24,0.142,134136.53
2020-04-27,0.124,134303.26
2020-04-28,-0.199,134035.57
2020-04-29,-1.113,132543.15
2020-04-30,-1.434,130642.47
2020-05-01,0.689,131542.49
2020-05-04,-0.078,131440.03
2020-05-05,-2.254,128476.79
2020-05-06,1.323,130176.6
2020-05-07,-0.442,129601.27
2020-05-08,-1.603,127523.89
2020-05-11,1.351,129246.54
2020-05-12,-0.002,129244.29
2020-05-13,1.785,131551.6
2020-05-14,-1.094,130112.1
2020-05-15,-0.777,129101.12
2020-05-18,-3.692,124335.34
2020-05-19,-0.548,123654.45
2020-05-20,-0.723,122760.07
2020-05-21,0.775,123711.64
2020-05-22,1.138,125119.58
2020-05-26,-2.796,121621.7
2020-05-27,1.703,123692.64
2020-05-28,-0.929,122543.14
2020-05-29,-0.79,121574.63
2020-06-01,-0.738,120677
2020-06-02,-1.353,119043.81
2020-06-03,-1.478,117284.3
2020-06-04,-1.061,116039.41
2020-06-05,-2.066,113641.48
2020-06-08,0.549,114265.83
2020-06-09,-0.194,114043.59
2020-06-10,-0.25,113759.05
2020-06-11,3.247,117453.21
2020-06-12,0.371,117888.6
2020-06-15,-0.737,117019.72
2020-06-16,-0.591,116328.22
2020-06-17,0.091,116434.27
2020-06-18,-0.174,116231.35
2020-06-19,-0.372,115798.86
2020-06-22,-0.176,115595.4
2020-06-23,0.253,115887.73
2020-06-24,1.764,117932.34
2020-06-25,0.496,118517.31
2020-06-26,1.046,119756.79
2020-06-29,-1.438,118034.64
2020-06-30,-0.818,117069.2
2020-07-01,-0.932,115977.53
2020-07-02,-0.684,115184.37
2020-07-06,-0.137,115026.17
2020-07-07,-0.278,114706.76
2020-07-08,0.017,114725.87
2020-07-09,0.77,115609.54
2020-07-10,-0.403,115143.27
2020-07-13,1.03,116329.59
2020-07-14,0.743,117193.85
2020-07-15,-1.581,115340.8
2020-07-16,0.59,116021.48
2020-07-17,0.22,116277.18
2020-07-20,0.338,116670.13
2020-07-21,-0.1,116553.91
2020-07-22,0.116,116688.74
2020-07-23,0.084,116786.31
2020-07-24,-0.399,116320.66
2020-07-27,0.494,116894.98
2020-07-28,0.392,117352.86
2020-07-29,-0.058,117285.17
2020-07-30,1.301,118811.23
2020-07-31,-0.629,118064.24
2020-08-03,-1.871,115855.17
2020-08-04,0.142,116020.09
2020-08-05,-0.025,115991.43
2020-08-06,0.426,116485.45
2020-08-07,-0.711,115657.15
2020-08-10,0.011,115669.32
2020-08-11,-0.864,114670.4
2020-08-12,-0.666,113906.25
2020-08-13,-0.635,113183.34
2020-08-14,-0.27,112878.11
2020-08-17,0.29,113205.96
2020-08-18,0.398,113656.16
2020-08-19,-0.78,112769.75
2020-08-20,0.565,113406.68
2020-08-21,-0.422,112928.03
2020-08-24,-0.974,111828.12
2020-08-25,-0.838,110890.83
2020-08-26,0.576,111529.29
2020-08-27,-0.196,111310.73
2020-08-28,1.091,112525.52
2020-08-31,0.608,113209.71
2020-09-01,-0.488,112657.64
2020-09-02,0.323,113021.74
2020-09-03,0.036,113062.21
2020-09-04,0.226,113317.26
2020-09-08,0.535,113922.99
2020-09-09,-0.293,113589.37
2020-09-10,-0.054,113528.58
2020-09-11,0.309,113879.15
2020-09-14,0.16,114061.82
2020-09-15,-0.243,113784.55
2020-09-16,-0.652,113042.44
2020-09-17,-0.079,112953.14
2020-09-18,0.191,113168.83
2020-09-21,-0.181,112963.62
2020-09-22,-0.279,112648.52
2020-09-23,-1.234,111258.89
2020-09-24,-0.166,111074.64
2020-09-25,-0.315,110724.86
2020-09-28,0.105,110841.35
2020-09-29,0.873,111809.41
2020-09-30,-0.025,111781.79
2020-10-01,0.313,112131.37
2020-10-02,0.742,112962.84
2020-10-05,-0.865,111985.88
2020-10-06,-0.742,111154.64
2020-10-07,0.525,111738.09
2020-10-08,-0.372,111322.28
2020-10-09,1.125,112575.21
2020-10-12,0.382,113005.18
2020-10-13,-0.529,112407.25
2020-10-14,0.168,112595.69
2020-10-15,0.236,112861.92
2020-10-16,0.337,113241.71
2020-10-19,0.683,114015.24
2020-10-20,-0.129,113868.52
2020-10-21,1.443,115511.3
2020-10-22,-0.987,114371.3
2020-10-23,0.505,114949.08
2020-10-26,0.249,115235.74
2020-10-27,-0.136,115078.96
2020-10-28,-0.082,114984.3
2020-10-29,-0.562,114338.5
2020-10-30,-0.077,114250.89
2020-11-02,-0.003,114247.99
2020-11-03,-0.12,114110.64
2020-11-04,-0.027,114079.36
2020-11-05,1.016,115238.14
2020-11-06,0.68,116022.3
2020-11-09,-3.55,111903.65
2020-11-10,0,111904.01
2020-11-11,-0.334,111530.77
2020-11-12,0.392,111968.18
2020-11-13,1.267,113386.94
2020-11-16,-0.132,113237.41
2020-11-17,0.238,113506.59
2020-11-18,0.035,113546.74
2020-11-19,-0.21,113308.84
2020-11-20,0.146,113474.43
2020-11-23,-0.835,112527.14
2020-11-24,-0.748,111685.67
2020-11-25,-0.784,110810.39
2020-11-27,0.891,111797.26
2020-11-30,-0.617,111107.87
2020-12-01,0.256,111392.6
2020-12-02,0.22,111637.65
2020-12-03,1.334,113126.876
2020-12-04,-0.708,112325.978
2020-12-07,0.733,113149.123
2020-12-08,-0.786,112259.236
2020-12-09,0.793,113149.123
2020-12-10,-0.61,112459.461
2020-12-11,0.218,112704.179
2020-12-14,0.231,112964.916
2020-12-15,0.439,113460.583
2020-12-16,-0.207,113226.098
2020-12-17,0.993,114350.025
2020-12-18,-0.62,113641.23
2020-12-21,0.487,114194.74
2020-12-22,-1.114,112922.647
2020-12-23,1.831,114989.854
2020-12-24,-0.537,114372.717
2020-12-28,-0.973,113260.359
2020-12-29,2.691,116308.222
2020-12-30,1.282,117798.782
2020-12-31,-0.109,117670.638
2021-01-04,-0.297,117321.358
2021-01-05,2,119667.545
2021-01-06,-0.603,118946.291
2021-01-07,-0.983,117776.535
2021-01-08,-0.246,117487.322
2021-01-11,-1.666,115529.57
2021-01-12,2.528,118450.624
2021-01-13,-0.563,117783.654
2021-01-14,1.799,119902.475
2021-01-15,-1.884,117643.052
2021-01-19,0.95,118760.305
2021-01-20,0.083,118858.637
2021-01-21,0.468,119414.372
2021-01-22,-1.521,117598.558
2021-01-25,0.296,117946.503
2021-01-26,1.12,119267.096
2021-01-27,-1.138,117910.018
2021-01-28,-0.074,117822.809
2021-01-29,0.448,118350.957
2021-02-01,-0.73,117487.322
2021-02-02,0,117486.877
2021-02-03,0.728,118342.058
2021-02-04,-0.76,117442.827
2021-02-05,1.118,118755.411
2021-02-08,1.068,120023.499
2021-02-09,0.723,120891.139
2021-02-10,-0.497,120290.466
2021-02-11,0,120290.466
2021-02-12,0.406,120778.569
2021-02-16,1.216,122247.327
2021-02-17,-0.691,121402.824
2021-02-18,0.953,122559.677
2021-02-19,0.767,123500.288
2021-02-22,1.726,125632.457
2021-02-23,0.511,126274.955
2021-02-24,1.354,127985.318
2021-02-25,-0.107,127848.72
2021-02-26,-2.049,125229.338
2021-03-01,-1.347,123543.002
2021-03-02,0.175,123759.69
2021-03-03,0.379,124229.105
2021-03-04,0.375,124695.406
2021-03-05,0.785,125674.281
2021-03-08,-0.531,125006.866
2021-03-09,-0.801,124005.743
2021-03-10,0.09,124116.979
2021-03-11,1.04,125407.315
2021-03-12,0.798,126408.438
2021-03-15,-0.212,126140.582
2021-03-16,-0.334,125718.776
2021-03-17,-0.159,125518.551
2021-03-18,-1.575,123541.667
2021-03-19,0.309,123923.429
2021-03-22,-0.221,123649.789
2021-03-23,-1.763,121469.566
2021-03-24,0.366,121914.509
2021-03-25,-1.241,120401.701
2021-03-26,1.147,121783.251
2021-03-29,1.204,123249.34
2021-03-30,-1.011,122003.498
2021-03-31,0.659,122807.511
2021-04-01,-0.401,122314.958
2021-04-05,0.218,122581.924
2021-04-06,0.073,122670.913
2021-04-07,-0.104,122543.659
2021-04-08,-0.404,122047.992
2021-04-09,0.711,122915.632
2021-04-12,-0.597,122181.475
2021-04-13,-0.146,122003.498
2021-04-14,2.079,124539.676
2021-04-15,-0.089,124428.44
2021-04-16,0.125,124584.17
2021-04-19,-0.143,124406.193
2021-04-20,0.572,125118.102
2021-04-21,-0.124,124962.372
2021-04-22,1.05,126274.955
2021-04-23,0.211,126541.921
2021-04-26,1.248,128121.471
2021-04-27,0.903,129278.324
2021-04-28,-0.645,128444.499
2021-04-29,1.1,129856.75
2021-04-30,0.308,130257.199
2021-05-03,-0.598,129478.548
2021-05-04,0.653,130324.386
2021-05-05,0.484,130955.315
2021-05-06,0.129,131124.839
2021-05-07,0.475,131747.76
2021-05-10,-0.473,131124.839
2021-05-11,1.175,132665.233
2021-05-12,2.02,135345.573
2021-05-13,-3.414,130724.39
2021-05-14,0.069,130814.713
2021-05-17,0.815,131881.243
2021-05-18,-0.106,131741.531
2021-05-19,-0.865,130602.03
2021-05-20,-1.475,128675.87
2021-05-21,0.753,129644.512
2021-05-24,0.452,130230.947
2021-05-25,-1.227,128633.156
2021-05-26,1.057,129992.903
2021-05-27,0.477,130613.154
2021-05-28,-0.263,130270.103
2021-06-01,1.886,132726.635
2021-06-02,-0.536,132014.726
2021-06-03,0.135,132192.703
2021-06-04,0.37,132682.141
2021-06-07,-0.889,131503.041
2021-06-08,0.66,132370.681
2021-06-09,-0.958,131102.592
2021-06-10,0.119,131258.322
2021-06-11,-0.102,131124.839
2021-06-14,0.119,131280.569
2021-06-15,-0.195,131024.727
2021-06-16,-0.516,130348.413
2021-06-17,-2.687,126845.818
2021-06-18,-0.902,125701.868
2021-06-21,0.261,126030.236
2021-06-22,-0.616,125253.81
2021-06-23,1.259,126831.134
2021-06-24,0.947,128032.482
2021-06-25,-0.017,128010.235
2021-06-28,0.017,128032.482
2021-06-29,0.087,128143.718
2021-06-30,1.444,129994.683
2021-07-01,-0.181,129758.862
2021-07-02,-0.147,129567.537
2021-07-06,-1.957,127031.359
2021-07-07,-1.127,125599.976
2021-07-08,0.289,125963.495
2021-07-09,0.81,126984.195
2021-07-12,-0.541,126297.202
2021-07-13,0.722,127209.336
2021-07-14,-1.242,125629.787
2021-07-15,0.213,125896.753
2021-07-16,0.124,126052.483
2021-07-19,-2.405,123021.529
2021-07-20,0.963,124205.968
2021-07-21,0.105,124336.781
2021-07-22,1.702,126452.933
2021-07-23,0.053,126519.674
2021-07-26,0.862,127609.786
2021-07-27,-1.081,126230.461
2021-07-28,0.652,127053.606
2021-07-29,0.35,127498.55
2021-07-30,-0.925,126319.449
2021-08-02,0.915,127474.968
2021-08-03,-1.029,126163.719
2021-08-04,-0.476,125563.046
2021-08-05,0.751,126506.326
2021-08-06,-0.12,126355.045
2021-08-09,-1.067,125007.311
2021-08-10,1.726,127164.397
2021-08-11,0.893,128299.448
2021-08-12,0.139,128477.425
2021-08-13,-0.208,128210.014
2021-08-16,-0.399,127698.774
2021-08-17,-0.906,126541.921
2021-08-18,-0.422,126007.544
2021-08-19,-0.794,125007.311
2021-08-20,-1.282,123404.625
2021-08-23,0.917,124536.116
2021-08-24,0.896,125652.034
2021-08-25,0.885,126763.948
2021-08-26,0.173,126982.86
2021-08-27,0.64,127795.772
2021-08-30,-0.541,127104.775
2021-08-31,-0.976,125864.272
2021-09-01,-0.717,124961.927
2021-09-02,0.712,125852.259
2021-09-03,-0.212,125585.293
2021-09-07,-0.584,124851.581
2021-09-08,0.245,125157.257
2021-09-09,-0.245,124850.246
2021-09-10,0.426,125382.399
2021-09-13,0.393,125875.396
2021-09-14,0.229,126163.719
2021-09-15,1.199,127676.082
2021-09-16,-0.47,127075.853
2021-09-17,-0.438,126519.674
2021-09-20,-0.053,126452.933
2021-09-21,-1.056,125118.102
2021-09-22,0.942,126297.202
2021-09-23,0.81,127320.572
2021-09-24,0.332,127743.714
2021-09-27,0.743,128693.223
2021-09-28,-0.289,128321.695
2021-09-29,0.294,128699.452
2021-09-30,0.225,128988.665
2021-10-01,-0.086,128878.319
2021-10-04,1.363,130635.401
2021-10-05,0.715,131569.782
2021-10-06,-0.49,130924.614
2021-10-07,0.085,131035.85
2021-10-08,0.407,131569.782
2021-10-11,1.609,133687.268
2021-10-12,-1.168,132125.962
2021-10-13,-0.708,131190.691
2021-10-14,0.357,131658.771
2021-10-15,1.149,133171.579
2021-10-18,-0.167,132948.662
2021-10-19,-0.067,132860.118
2021-10-20,0.084,132971.354
2021-10-21,0.111,133118.631
2021-10-22,-0.194,132860.118
2021-10-25,0.335,133305.062
2021-10-26,-0.033,133260.568
2021-10-27,-0.668,132370.681
2021-10-28,-0.699,131444.753
2021-10-29,1.869,133900.841
2021-11-01,-0.617,133074.581
2021-11-02,-0.027,133038.096
2021-11-03,-1.555,130969.999
2021-11-04,0.236,131279.679
2021-11-05,-0.966,130012.035
2021-11-08,0.891,131170.223
2021-11-09,-0.58,130409.815
2021-11-10,1.795,132751.107
2021-11-11,0.073,132847.66
2021-11-12,-0.946,131591.585
2021-11-15,0.82,132671.017
2021-11-16,1.523,134691.506
2021-11-17,-1.542,132614.955
2021-11-18,-0.135,132436.532
2021-11-19,-0.036,132388.478
2021-11-22,0.833,133491.493
2021-11-23,1.115,134980.274
2021-11-24,0.17,135210.31
2021-11-26,-4.033,129756.638
2021-11-29,-0.267,129410.027
2021-11-30,-2.074,126726.573
2021-12-01,-0.817,125691.189
2021-12-02,0.641,126496.982
2021-12-03,-0.419,125967.054
2021-12-06,0.668,126808.442
2021-12-07,0.772,127786.873
2021-12-08,0.405,128303.897
2021-12-09,-0.524,127631.588
2021-12-10,0.113,127776.194
2021-12-13,0.022,127803.781
2021-12-14,-0.082,127698.774
2021-12-15,-0.706,126797.764
2021-12-16,-0.132,126630.02
2021-12-17,-0.008,126620.231
2021-12-20,-0.234,126323.454
2021-12-21,0.702,127209.781
2021-12-22,0.175,127431.808
2021-12-23,0.174,127653.835
2021-12-27,0.313,128053.839
2021-12-28,0.001,128054.729
2021-12-29,-0.214,127781.191
2021-12-30,-0.615,126995.406
2021-12-31,-0.805,125972.886
2022-01-03,0.717,126876.088
2022-01-04,0.442,127437.499
2022-01-05,-0.053,127369.997
2022-01-06,0.359,127826.827
2022-01-07,-0.279,127470.775
2022-01-10,-0.317,127066.711
2022-01-11,0.299,127446.531
2022-01-12,-0.341,127012.519
2022-01-13,-0.615,126231.487
2022-01-14,1.158,127692.772
2022-01-18,1.137,129144.075
2022-01-19,0.08,129247.706
2022-01-20,0.262,129585.693
2022-01-21,-0.494,128944.895
2022-01-24,0.248,129265.294
2022-01-25,0.542,129965.989
2022-01-26,1.382,131761.934
2022-01-27,0.901,132949.407
2022-01-28,-0.027,132913.279
2022-01-31,-0.446,132320.969
2022-02-01,0.436,132898.067
2022-02-02,0.369,133389.124
2022-02-03,0.454,133994.744
2022-02-04,1.373,135834.899
2022-02-07,-0.837,134697.34
2022-02-08,0.288,135085.717
2022-02-09,-0.235,134767.695
2022-02-10,0.815,135866.274
2022-02-11,0.001,135867.224
2022-02-14,1.482,137880.889
2022-02-15,-1.018,136476.648
2022-02-16,-0.033,136431.012
2022-02-17,-0.679,135504.042
2022-02-18,0.369,136004.131
2022-02-22,1.156,137576.653
2022-02-23,0.68,138511.704
2022-02-24,1.381,140425.066
2022-02-25,-2.851,136421.03
2022-02-28,0.825,137547.18
2022-03-01,2.087,140418.411
2022-03-02,2.602,144072.575
2022-03-03,1.883,146785.984
2022-03-04,1.196,148541.523
2022-03-07,1.803,151219.754
2022-03-08,1.806,153951.226
2022-03-09,-5.174,145985.937
2022-03-10,0.219,146306.336
2022-03-11,1.486,148481.151
2022-03-14,-0.286,148056.646
2022-03-15,-1.459,145896.092
2022-03-16,-1.014,144417.218
2022-03-17,2.282,147712.954
2022-03-18,0.15,147934.951
2022-03-21,2.862,152168.116
2022-03-22,0.28,152593.571
2022-03-23,0.634,153560.473
2022-03-24,0.604,154487.918
2022-03-25,1.201,156343.285
2022-03-28,-2.459,152498.497
2022-03-29,-1.472,150253.328
2022-03-30,1.02,151785.443
2022-03-31,-1.104,150109.766
2022-04-01,0.008,150121.175
2022-04-04,0.948,151543.956
2022-04-05,1.418,153692.15
2022-04-06,0.12,153877.069
2022-04-07,0.335,154393.32
2022-04-08,1.277,156365.627
2022-04-11,0.68,157429.504
2022-04-12,1.411,159651.381
2022-04-13,1.026,161289.503
2022-04-14,2.301,165000.712
2022-04-18,1.948,168214.209
2022-04-19,-1.799,165188.483
2022-04-20,-1.321,163007.013
2022-04-21,1.377,165251.232
2022-04-22,-1.367,162992.277
2022-04-25,-1.527,160503.718
2022-04-26,1.736,163289.382
2022-04-27,1.189,165230.791
2022-04-28,0.869,166665.931
2022-04-29,-1.147,164753.995
2022-05-02,1.99,168033.093
2022-05-03,0.063,168138.15
2022-05-04,0.546,169056.564
2022-05-05,1.956,172362.758
2022-05-06,0.445,173129.529
2022-05-09,-2.965,167995.539
2022-05-10,-0.654,166896.485
2022-05-11,1.371,169183.963
2022-05-12,0.618,170229.775
2022-05-13,0.059,170329.603
2022-05-16,1.197,172368.938
2022-05-17,0.5,173231.258
2022-05-18,-1.582,170491.229
2022-05-19,-2.021,167044.801
2022-05-20,1.238,169112.182
2022-05-23,0.256,169545.243
2022-05-24,-0.914,167995.539
2022-05-25,0.606,169013.305
2022-05-26,-0.237,168613.519
2022-05-27,-0.143,168372.507
2022-05-31,-0.28,167900.465
2022-06-01,2.333,171817.509
2022-06-02,-1.311,169564.258
2022-06-03,1.598,172273.864
2022-06-06,2.897,177265.242
2022-06-07,-0.134,177027.558
2022-06-08,0.043,177104.092
2022-06-09,1.138,179119.183
2022-06-10,1.168,181210.808
2022-06-13,1.889,184633.468
2022-06-14,-0.463,183777.803
2022-06-15,-3.414,177502.927
2022-06-16,0.884,179071.646
2022-06-17,-1.115,177075.094
2022-06-21,0.832,178548.74
2022-06-22,-2.716,173699.972
2022-06-23,-1.888,170419.923
2022-06-24,0.53,171323.125
2022-06-27,0.555,172273.864
2022-06-28,1.242,174413.026
2022-06-29,-1.199,172321.401
2022-06-30,-3.972,165476.082
2022-07-01,0.689,166616.968
2022-07-05,-2.996,161625.59
2022-07-06,-0.765,160389.629
2022-07-07,3.142,165428.545
2022-07-08,1.638,168138.15
2022-07-11,1.103,169992.091
2022-07-12,-3.104,164715.491
2022-07-13,0.75,165951.451
2022-07-14,1.375,168233.224
2022-07-15,-0.254,167805.392
2022-07-18,0.567,168756.13
2022-07-19,-0.169,168470.909
2022-07-20,-0.48,167662.781
2022-07-21,-0.397,166997.264
2022-07-22,-2.2,163324.084
2022-07-25,1.609,165951.451
2022-07-26,0.458,166712.042
2022-07-27,-1.283,164572.88
2022-07-28,-1.415,162243.57
2022-07-29,-0.557,161340.368
